"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","2010","Total","Both Sexes","Handa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","118828","118"
"Japan","2010","Total","Both Sexes","Hatsukaichi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","114038","118"
"Japan","2010","Total","Both Sexes","Higashihiroshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","190135","118"
"Japan","2010","Total","Both Sexes","Higashikurume","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","116546","118"
"Japan","2010","Total","Both Sexes","Higashimurayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","153557","118"
"Japan","2010","Total","Both Sexes","Higashiomi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","115479","118"
"Japan","2010","Total","Both Sexes","Higashiosaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","509533","118"
"Japan","2010","Total","Both Sexes","Hikone","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","112156","118"
"Japan","2010","Total","Both Sexes","Himeji","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","536270","118"
"Japan","2010","Total","Both Sexes","Hino","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","180052","118"
"Japan","2010","Total","Both Sexes","Hirakata","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","407978","118"
"Japan","2010","Total","Both Sexes","Hiratsuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","260780","118"
"Japan","2010","Total","Both Sexes","Hirosaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","183473","118"
"Japan","2010","Total","Both Sexes","Hiroshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1173843","118"
"Japan","2010","Total","Both Sexes","Hitachi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","193129","118"
"Japan","2010","Total","Both Sexes","Hitachinaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","157060","118"
"Japan","2010","Total","Both Sexes","Hofu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","116611","118"
"Japan","2010","Total","Both Sexes","Ibaraki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","274822","118"
"Japan","2010","Total","Both Sexes","Ichihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","280416","118"
"Japan","2010","Total","Both Sexes","Ichikawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","473919","118"
"Japan","2010","Total","Both Sexes","Ichinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","378566","118"
"Japan","2010","Total","Both Sexes","Ichinoseki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","118578","118"
"Japan","2010","Total","Both Sexes","Iida","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","105335","118"
"Japan","2010","Total","Both Sexes","Iizuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","131492","118"
"Japan","2010","Total","Both Sexes","Ikeda","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","104229","118"
"Japan","2010","Total","Both Sexes","Ikoma","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","118113","118"
"Japan","2010","Total","Both Sexes","Imabari","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","166532","118"
"Japan","2010","Total","Both Sexes","Inazawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","136442","118"
"Japan","2010","Total","Both Sexes","Iruma","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","149872","118"
"Japan","2010","Total","Both Sexes","Isahaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","140752","118"
"Japan","2010","Total","Both Sexes","Ise","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","130271","118"
"Japan","2010","Total","Both Sexes","Isehara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","101039","118"
"Japan","2010","Total","Both Sexes","Isesaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","207221","118"
"Japan","2010","Total","Both Sexes","Ishinomaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","160826","118"
"Japan","2010","Total","Both Sexes","Itami","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","196127","118"
"Japan","2010","Total","Both Sexes","Iwaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","342249","118"
"Japan","2010","Total","Both Sexes","Iwakuni","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","143857","118"
"Japan","2010","Total","Both Sexes","Iwata","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","168625","118"
"Japan","2010","Total","Both Sexes","Izumi (Osaka)","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","184988","118"
"Japan","2010","Total","Both Sexes","Izumisano","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","100801","118"
"Japan","2010","Total","Both Sexes","Izumo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","143796","118"
"Japan","2010","Total","Both Sexes","Joetsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","203899","118"
"Japan","2010","Total","Both Sexes","Kadoma","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","130282","118"
"Japan","2010","Total","Both Sexes","Kagoshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","605846","118"
"Japan","2010","Total","Both Sexes","Kakamigahara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","145604","118"
"Japan","2010","Total","Both Sexes","Kakegawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","116363","118"
"Japan","2010","Total","Both Sexes","Kakogawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","266937","118"
"Japan","2010","Total","Both Sexes","Kamagaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","107853","118"
"Japan","2010","Total","Both Sexes","Kamakura","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","174314","118"
"Japan","2010","Total","Both Sexes","Kanazawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","462361","118"
"Japan","2010","Total","Both Sexes","Kanoya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","105070","118"
"Japan","2010","Total","Both Sexes","Kanuma","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","102348","118"
"Japan","2010","Total","Both Sexes","Karatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","126926","118"
"Japan","2010","Total","Both Sexes","Kariya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","145781","118"
"Japan","2010","Total","Both Sexes","Kashihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","125605","118"
"Japan","2010","Total","Both Sexes","Kashiwa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","404012","118"
"Japan","2010","Total","Both Sexes","Kasuga","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","106780","118"
"Japan","2010","Total","Both Sexes","Kasugai","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","305569","118"
"Japan","2010","Total","Both Sexes","Kasukabe","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","237171","118"
"Japan","2010","Total","Both Sexes","Kawachinagano","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","112490","118"
"Japan","2010","Total","Both Sexes","Kawagoe","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","342670","118"
"Japan","2010","Total","Both Sexes","Kawaguchi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","500598","118"
"Japan","2010","Total","Both Sexes","Kawanishi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","156423","118"
"Japan","2010","Total","Both Sexes","Kawasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1425512","118"
"Japan","2010","Total","Both Sexes","Kazo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","115002","118"
"Japan","2010","Total","Both Sexes","Kirishima","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","127487","118"
"Japan","2010","Total","Both Sexes","Kiryu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","121704","118"
"Japan","2010","Total","Both Sexes","Kisarazu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","129312","118"
"Japan","2010","Total","Both Sexes","Kishiwada","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","199234","118"
"Japan","2010","Total","Both Sexes","Kitakyushu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","976846","118"
"Japan","2010","Total","Both Sexes","Kitami","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","125689","118"
"Japan","2010","Total","Both Sexes","Kobe","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1544200","118"
"Japan","2010","Total","Both Sexes","Kochi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","343393","118"
"Japan","2010","Total","Both Sexes","Kodaira","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","187035","118"
"Japan","2010","Total","Both Sexes","Kofu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","198992","118"
"Japan","2010","Total","Both Sexes","Koga","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","142995","118"
"Japan","2010","Total","Both Sexes","Koganei","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","118852","118"
"Japan","2010","Total","Both Sexes","Kokubunji","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","120650","118"
"Japan","2010","Total","Both Sexes","Komaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","147132","118"
"Japan","2010","Total","Both Sexes","Komatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","108433","118"
"Japan","2010","Total","Both Sexes","Konosu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","119639","118"
"Japan","2010","Total","Both Sexes","Koriyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","338712","118"
"Japan","2010","Total","Both Sexes","Koshigaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","326313","118"
"Japan","2010","Total","Both Sexes","Kuki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","154310","118"
"Japan","2010","Total","Both Sexes","Kumagaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","203180","118"
"Japan","2010","Total","Both Sexes","Kumamoto","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","734474","118"
"Japan","2010","Total","Both Sexes","Kurashiki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","475513","118"
"Japan","2010","Total","Both Sexes","Kure","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","239973","118"
"Japan","2010","Total","Both Sexes","Kurume","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","302402","118"
"Japan","2010","Total","Both Sexes","Kusatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","130874","118"
"Japan","2010","Total","Both Sexes","Kushiro","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","181169","118"
"Japan","2010","Total","Both Sexes","Kuwana","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","140290","118"
"Japan","2010","Total","Both Sexes","Kyoto","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1474015","118"
"Japan","2010","Total","Both Sexes","Machida","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","426987","118"
"Japan","2010","Total","Both Sexes","Maebashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","340291","118"
"Japan","2010","Total","Both Sexes","Marugame","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","110473","118"
"Japan","2010","Total","Both Sexes","Matsubara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","124594","118"
"Japan","2010","Total","Both Sexes","Matsudo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","484457","118"
"Japan","2010","Total","Both Sexes","Matsue","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","194258","118"
"Japan","2010","Total","Both Sexes","Matsumoto","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","243037","118"
"Japan","2010","Total","Both Sexes","Matsusaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","168017","118"
"Japan","2010","Total","Both Sexes","Matsuyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","517231","118"
"Japan","2010","Total","Both Sexes","Mihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","100509","118"
"Japan","2010","Total","Both Sexes","Minoh","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","129895","118"
"Japan","2010","Total","Both Sexes","Misato","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","131415","118"
"Japan","2010","Total","Both Sexes","Mishima","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","111838","118"
"Japan","2010","Total","Both Sexes","Mitaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","186083","118"
"Japan","2010","Total","Both Sexes","Mito","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","268750","118"
"Japan","2010","Total","Both Sexes","Miyakonojo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","169602","118"
"Japan","2010","Total","Both Sexes","Miyazaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","400583","118"
"Japan","2010","Total","Both Sexes","Moriguchi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","146697","118"
"Japan","2010","Total","Both Sexes","Morioka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","298348","118"
"Japan","2010","Total","Both Sexes","Musashino","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","138734","118"
"Japan","2010","Total","Both Sexes","Nagahama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","124131","118"
"Japan","2010","Total","Both Sexes","Nagano","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","381511","118"
"Japan","2010","Total","Both Sexes","Nagaoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","282674","118"
"Japan","2010","Total","Both Sexes","Nagareyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","163984","118"
"Japan","2010","Total","Both Sexes","Nagasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","443766","118"
"Japan","2010","Total","Both Sexes","Nagoya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","2263894","118"
"Japan","2010","Total","Both Sexes","Naha","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","315954","118"
"Japan","2010","Total","Both Sexes","Nara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","366591","118"
"Japan","2010","Total","Both Sexes","Narashino","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","164530","118"
"Japan","2010","Total","Both Sexes","Narita","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","128933","118"
"Japan","2010","Total","Both Sexes","Nasushiobara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","117812","118"
"Japan","2010","Total","Both Sexes","Neyagawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","238204","118"
"Japan","2010","Total","Both Sexes","Niigata","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","811901","118"
"Japan","2010","Total","Both Sexes","Niihama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","121735","118"
"Japan","2010","Total","Both Sexes","Niiza","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","158777","118"
"Japan","2010","Total","Both Sexes","Nishinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","482640","118"
"Japan","2010","Total","Both Sexes","Nishio","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","106823","118"
"Japan","2010","Total","Both Sexes","Nishitokyo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","196511","118"
"Japan","2010","Total","Both Sexes","Nobeoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","131182","118"
"Japan","2010","Total","Both Sexes","Noda","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","155491","118"
"Japan","2010","Total","Both Sexes","Numazu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","202304","118"
"Japan","2010","Total","Both Sexes","Obihiro","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","168057","118"
"Japan","2010","Total","Both Sexes","Odawara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","198327","118"
"Japan","2010","Total","Both Sexes","Ogaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","161160","118"
"Japan","2010","Total","Both Sexes","Oita","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","474094","118"
"Japan","2010","Total","Both Sexes","Okayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","709584","118"
"Japan","2010","Total","Both Sexes","Okazaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","372357","118"
"Japan","2010","Total","Both Sexes","Okinawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","130249","118"
"Japan","2010","Total","Both Sexes","Ome","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","139339","118"
"Japan","2010","Total","Both Sexes","Omuta","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","123638","118"
"Japan","2010","Total","Both Sexes","Onomichi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","145202","118"
"Japan","2010","Total","Both Sexes","Osaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","2665314","118"
"Japan","2010","Total","Both Sexes","Osaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","135147","118"
"Japan","2010","Total","Both Sexes","Oshu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","124746","118"
"Japan","2010","Total","Both Sexes","Ota","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","216465","118"
"Japan","2010","Total","Both Sexes","Otaru","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","131928","118"
"Japan","2010","Total","Both Sexes","Otsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","337634","118"
"Japan","2010","Total","Both Sexes","Oyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","164454","118"
"Japan","2010","Total","Both Sexes","Saga","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","237506","118"
"Japan","2010","Total","Both Sexes","Sagamihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","717544","118"
"Japan","2010","Total","Both Sexes","Saijo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","112091","118"
"Japan","2010","Total","Both Sexes","Saitama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1222434","118"
"Japan","2010","Total","Both Sexes","Sakado","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","101700","118"
"Japan","2010","Total","Both Sexes","Sakai (Osaka)","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","841966","118"
"Japan","2010","Total","Both Sexes","Sakata","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","111151","118"
"Japan","2010","Total","Both Sexes","Saku","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","100552","118"
"Japan","2010","Total","Both Sexes","Sakura","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","172183","118"
"Japan","2010","Total","Both Sexes","Sanda","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","114216","118"
"Japan","2010","Total","Both Sexes","Sanjo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","102292","118"
"Japan","2010","Total","Both Sexes","Sano","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","121249","118"
"Japan","2010","Total","Both Sexes","Sapporo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1913545","118"
"Japan","2010","Total","Both Sexes","Sasebo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","261101","118"
"Japan","2010","Total","Both Sexes","Sayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","155727","118"
"Japan","2010","Total","Both Sexes","Sendai","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1045986","118"
"Japan","2010","Total","Both Sexes","Seto","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","132224","118"
"Japan","2010","Total","Both Sexes","Shibata","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","101202","118"
"Japan","2010","Total","Both Sexes","Shimada","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","100276","118"
"Japan","2010","Total","Both Sexes","Shimonoseki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","280947","118"
"Japan","2010","Total","Both Sexes","Shizuoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","716197","118"
"Japan","2010","Total","Both Sexes","Shunan","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","149487","118"
"Japan","2010","Total","Both Sexes","Soka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","243855","118"
"Japan","2010","Total","Both Sexes","Suita","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","355798","118"
"Japan","2010","Total","Both Sexes","Suzuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","199293","118"
"Japan","2010","Total","Both Sexes","Tachikawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","179668","118"
"Japan","2010","Total","Both Sexes","Tajimi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","112595","118"
"Japan","2010","Total","Both Sexes","Takamatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","419429","118"
"Japan","2010","Total","Both Sexes","Takaoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","176061","118"
"Japan","2010","Total","Both Sexes","Takarazuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","225700","118"
"Japan","2010","Total","Both Sexes","Takasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","371302","118"
"Japan","2010","Total","Both Sexes","Takatsuki","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","357359","118"
"Japan","2010","Total","Both Sexes","Tama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","147648","118"
"Japan","2010","Total","Both Sexes","Tochigi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","139262","118"
"Japan","2010","Total","Both Sexes","Toda","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","123079","118"
"Japan","2010","Total","Both Sexes","Tokai","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","107690","118"
"Japan","2010","Total","Both Sexes","Tokorozawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","341924","118"
"Japan","2010","Total","Both Sexes","Tokushima","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","264548","118"
"Japan","2010","Total","Both Sexes","TOKYO","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","8945695","118,119"
"Japan","2010","Total","Both Sexes","Tomakomai","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","173320","118"
"Japan","2010","Total","Both Sexes","Tondabayashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","119576","118"
"Japan","2010","Total","Both Sexes","Toride","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","109651","118"
"Japan","2010","Total","Both Sexes","Tottori","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","197449","118"
"Japan","2010","Total","Both Sexes","Toyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","421953","118"
"Japan","2010","Total","Both Sexes","Toyohashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","376665","118"
"Japan","2010","Total","Both Sexes","Toyokawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","181928","118"
"Japan","2010","Total","Both Sexes","Toyonaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","389341","118"
"Japan","2010","Total","Both Sexes","Toyota","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","421487","118"
"Japan","2010","Total","Both Sexes","Tsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","285746","118"
"Japan","2010","Total","Both Sexes","Tsuchiura","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","143839","118"
"Japan","2010","Total","Both Sexes","Tsukuba","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","214590","118"
"Japan","2010","Total","Both Sexes","Tsuruoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","136623","118"
"Japan","2010","Total","Both Sexes","Tsuyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","106788","118"
"Japan","2010","Total","Both Sexes","Ube","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","173772","118"
"Japan","2010","Total","Both Sexes","Ueda","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","159597","118"
"Japan","2010","Total","Both Sexes","Uji","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","189609","118"
"Japan","2010","Total","Both Sexes","Urasoe","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","110351","118"
"Japan","2010","Total","Both Sexes","Urayasu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","164877","118"
"Japan","2010","Total","Both Sexes","Uruma","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","116979","118"
"Japan","2010","Total","Both Sexes","Utsunomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","511739","118"
"Japan","2010","Total","Both Sexes","Wakayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","370364","118"
"Japan","2010","Total","Both Sexes","Yachiyo","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","189781","118"
"Japan","2010","Total","Both Sexes","Yaizu","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","143249","118"
"Japan","2010","Total","Both Sexes","Yamagata","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","254244","118"
"Japan","2010","Total","Both Sexes","Yamaguchi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","196628","118"
"Japan","2010","Total","Both Sexes","Yamato","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","228186","118"
"Japan","2010","Total","Both Sexes","Yao","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","271460","118"
"Japan","2010","Total","Both Sexes","Yatsushiro","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","132266","118"
"Japan","2010","Total","Both Sexes","Yokkaichi","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","307766","118"
"Japan","2010","Total","Both Sexes","Yokohama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","3688773","118"
"Japan","2010","Total","Both Sexes","Yokosuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","418325","118"
"Japan","2010","Total","Both Sexes","Yonago","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","148271","118"
"Japan","2010","Total","Both Sexes","Zama","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","129436","118"
"Japan","2005","Total","Both Sexes","Abiko","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","131205","118,120"
"Japan","2005","Total","Both Sexes","Ageo","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","220232","118,120"
"Japan","2005","Total","Both Sexes","Aizuwakamatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","122248","118,120"
"Japan","2005","Total","Both Sexes","Akashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","291027","118,120"
"Japan","2005","Total","Both Sexes","Akishima","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","110143","118,120"
"Japan","2005","Total","Both Sexes","Akita","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","333109","118,120"
"Japan","2005","Total","Both Sexes","Amagasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","462647","118,120"
"Japan","2005","Total","Both Sexes","Anjo","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","170250","118,120"
"Japan","2005","Total","Both Sexes","Aomori","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","311508","118,120"
"Japan","2005","Total","Both Sexes","Asahikawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","355004","118,120"
"Japan","2005","Total","Both Sexes","Asaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","124393","118,120"
"Japan","2005","Total","Both Sexes","Ashikaga","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","159756","118,120"
