Account Number,City Name,Country,City Short Name,C40,Reporting Year,Measurement Year,Boundary,Primary Methodology,Methodology Details,Gases included,Total City-wide Emissions (metric tonnes CO2e),Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Increase/Decrease from last year,Reason for increase/decrease in emissions,Current Population Year,Current Population,City GDP,GDP Currency,Year of GDP,GDP Source,Average annual temperature (in Celsius)​,​Land area (in square km),Average altitude (m),City Location,Country Location
54337,Greater Amman Municipality,Jordan,Amman ,C40,2016,12/31/2014 12:00:00 AM,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; CH4; N2O,7215407,3322603,3892804,This is our first year of calculation,,2015,3604459,10697000000,JOD     Jordanian Dinar,2014,Ministry of Energy and Mineral Resources,17,800,900,"(31.945367, 35.928372)","(30.585164, 36.238414)"
36495,Comune di Piacenza,Italy,Piacenza,,2016,12/31/1990 12:00:00 AM,Administrative boundary of a local government,Other,"The SEAP consists of two parts:

1. The emissions inventory base (EIB), which provides information about the energy consumption of the township, on current and future CO2 emissions, calculated using the conversion factors listed in the guidelines of the European Commission, quantifies the amount of CO2 down, identify problems and opportunities for sustainable energy development of the territory and potential in relation to the exploitation of renewable energy sources.

Year taken as reference for calculations is 1990, in which the total CO2 emissions in the municipality of Piacenza amounted to 615,452 tons.

Following the guidelines of the EU total emissions have been separated the quantities resulting from industrial / commercial and the relative proportion of mobility on the same highway as Admiral. The Town Council has no direct powers. Therefore, emissions from sectors which Admiral. They can hack through their regulatory instruments / regulations and their initiatives / incentives (Municipality as Consumer, Construction and Urban Planning, Mobility and Transport, Agriculture and Forestry, Waste Management, Strategic Planning, Communication and Information) amounted to 284,462 tons., as the basis on which to calculate the amount to be cut down to move in 2020 to a value of at least 20% lower than in 1990.

In 2020, CO2 emissions from the sectors mentioned above correspond without corrective action to 338,259 tons. The set of actions that will be put in place will generate savings of 111,926 tons to 226,333 tons, bringing this value. equal to the value of 1990 decreased by 20.4%. Also in the SEAP were also included actions whose effects can not be quantified in terms of numbers but will also contribute to the achievement / improvement of the result.

2. The Action Plan (SEAP), which identifies a set of actions that the Administration intends to pursue in order to achieve the CO2 reduction defined in the EIB.

The Action Plan is the instrument through which the municipality intends to achieve the goal of reduction of 111,926 tons. CO2 emissions in 2020.

E 'was structured by defining n. 8 sectors of intervention for each specific actions are identified (n. 25) outlined in tabs that slope down detailed rules for implementation and the resources that the Town Council intends to put in place.",CO2,615452,,,,,2014,102269,,,,,11.8,118,61,"(45.0519969, 9.6926451)","(41.87194, 12.56738)"
31170,Metropolitan Municipality of Lima,Peru,Lima,C40,2016,12/31/2012 12:00:00 AM,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","La metodología Global Protocol for Community- scale Greenhouse Gas emissions (GPC) establece que los límites pueden definirse en cualquiera de tres niveles: Internacional, inter-ciudades/subnacional, o al interior de la ciudad.",CO2; CH4; N2O,15432105,12378734,15432105,This is our first year of calculation,,2014,8755262,,,,INEI,18,2672,154,"(-12.046374, -77.042793)","(-9.189967, -75.015152)"
43905,City of San Antonio,USA,San Antonio,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2; CH4; N2O,15734762,7214051,8520711,,,2012,1400000,93198982910,USD     US Dollar,2012,,27,426,787,"(29.4241, -98.4936)","(37.09024, -95.712891)"
54610,Estância Turística de Guaratinguetá,Brazil,Guaratinguetá,,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; CH4; N2O,548195.98,497.63,,This is our first year of calculation,,2015,,825170000,BRL     Brazilian Real,2012,Seade,24,751,540,"(-22.808027, -45.19422)","(-14.235004, -51.92528)"
36263,Comune di Ravenna,Italy,Ravenna,,2016,12/21/2014 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The Emission Inventory (MEI)  is updated within the Sustainable Energy Action Plan. It is based on the methodology and toolkit developed by ARPA ER (Environmental Protection Agency of Emilia-Romagna Region) within the instrument IPSI (Inventory of greenhouse gas emissions for the Covenant of Mayors - Italian version). The methodology was improved and adapted by a specific working group “Climate Plan”  at regional level including the main cities and Provinces. The background knowledge is based on the Regional Greenhouse Gas Emissions Inventory realized by the Region with the support of ARPA ER, following standard estimation methodologies, internationally recognized (IPCC, CORINAIR). The MEI includes: direct emissions of the Municipality considered as an organization with its own consumptions; indirect emissions, generated by activities within the Municipal area estimated by ARPA ER as a breakdown of the regional inventory. According to the European and Regional methodology, activities within ETS (Emissions Trade System) are not taken into account.",CO2,11419,11115,307.46,Decreased,According to the Convenant of Mayors a series of actions have been implemented and are still on going in order to reach the goal of a reduction of CO2 emissions by at least 20% by 2020.,2015,158911,,,,,14.1,683,4,"(41.913028, 12.518037)","(41.87194, 12.56738)"
31110,Roma Capitale,Italy,Roma ,C40,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,Other,"The metodology is top - down, using data of primary energy source amount.",CO2,10008879,,,Decreased,,2015,2868347,90965338,,2013,Chamber of Commerce,16,1285,20,"(41.8723889, 12.4801802)","(41.87194, 12.56738)"
44185,Suwon City,South Korea,Suwon ,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; PFCs; CH4; SF6; N2O; HFCs,5775155,3670140,2710235,Increased,"Emissions increased 2.3% from last year’s emission total of 5,749,476 tons. 
This rise was due to a short-term phenomenon of rising waste generation at factory sites within Suwon. However, aside from the waste treatment sector, other sectors saw no increase in their emission rates.",2015,1221973,12443320800000,,2012,Match statistics,13.1,121,75,"(37.2635727, 127.0286009)","(35.907757, 127.766922)"
35902,City of Nagoya,Japan,Nagoya,,2016,03/31/2013 12:00:00 AM,Administrative boundary of a local government,Other,コメント欄のとおり: 地球温暖化対策地方公共団体実行計画（区域施策編）策定マニュアル（第１版）に基づき、市内における人為的な活動に伴う排出量を把握している。,CO2; PFCs; CH4; SF6; N2O; HFCs,13420000,7690000,5730000,Decreased,市内におけるエネルギー消費量が減少したことに加えて、電気事業者の取組みによって電力原単位が改善したことが大きく影響している。,2015,2274511,11847100000000,JPY     Japanese yen,2012,本市統計,16.1,326,,"(35.181446, 136.906398)","(36.204824, 138.252924)"
31111,Tokyo Metropolitan Government,Japan,Tokyo,C40,2016,03/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,"The guideline set by the Ministry of environmnet , Japan",CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,70125000,27611000,42515000,Stayed the same,"No change compared with the previous fiscal year. GHG emissions decreased due to the progress of users' energy efficiency but, at the same time, increased due to a worsening electricity CO2 emission coefficient",2015,13513734,92900000000000,JPY     Japanese yen,2015,,16.6,2188,,"(35.6896342, 139.6921007)","(36.204824, 138.252924)"
55442,Município de Moita,Portugal,Moita,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",This energy consumption ´s data were collected from Directorate General for Energy and Geology (DGEG),CO2,96508,49910,46598,Decreased,Consumption reduction,2011,66029,,,,,17.5,55,10,"(41.30284, -8.65731)","(39.399872, -8.224454)"
36154,Vilnius City Municipality,Lithuania,Vilnius ,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Inventory report is prepared in accordance with the methodology recommended by the Intergovernmental Panel on Climate Change (IPCC) publications:
1.	Revised 1996 Guidelines for National Greenhouse Gas Inventories, IPCC, 1997;
2.	Good Practice Guidance and Uncertainty Management in National Greenhouse Gas Inventories, IPCC, 2000;
3.	2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC, 2006
GHG emissions were calculated from activity levels in the different sectors that are in accordance with the IPCC publications.",CO2; PFCs; CH4; N2O; HFCs,1994560,1994560,,Decreased,Increased wooden biomass utilization in Energy sector for the central heating.,2015,542626,,,,,6.8,401,98,"(54.687156, 25.279651)","(55.169438, 23.881275)"
43920,City of Ljubljana,Slovenia,Ljubljana,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The difference that occurs in emissions (between C1.4 and C1.5) is a result of different emissions counting from electricity consumption as required by the COM. Check the XLS REPORT: Table B. Summary - I.4.4 Energy supplied to the grid is informal only - not summed in the total emissions (Scope 1), like in your caclulation C1.5 row 3 - CITY INDUCED FRAMEWORK ONLY",CO2; CH4; N2O,2079758,1829808,904042,This is our first year of calculation,,2015,287218,8220687536,EUR     Euro,2014,"Regional data (2014: 25329€/capita, source: stat.si), no special data for Ljubljana ( €/capita), $:€: 1,13",,275,,"(46.056947, 14.505751)","(46.151241, 14.995463)"
31167,City of Lagos,Nigeria,Lagos,C40,2016,12/31/2014 12:00:00 AM,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; CH4,29426266,29426266,,Other,"This is our baseline Emission inventory done in 2014. We did not do any inventory in 2015 , However we intend to commence as soon as possible.",2016,21000000,1366000000000,USD     US Dollar,2016,www.lagosstate.gov.ng,30,3577,34,"(6.524379, 3.379206)","(9.081999, 8.675277)"
31172,Mexico City,Mexico,Mexico City,C40,2016,12/31/2014 12:00:00 AM,"Other: the inhabitants, commercial establishments, services and industries located in the territory of Mexico City area","Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Quality Assurance/Quality Control. Activities include calculations revision, data management, verification procedures and uncertainties calculation. With models adapted for the Mexico City",CO2; CH4; N2O; HFCs,23655110.96,16842493.45,6812617.51,Decreased,"Emissions Inventory has a reduction of  4% due to:
• Lower consumption of fossil fuels in the residential sector
• Emission factor from grid-supplier energy consumed was actualize in 2012 it was 0.652 t CO2/MWh, now for 2014 Emissions Inventory it´s 0.49 t CO2 /MWh.
• The percentage to estimated emission by distribution losses from grid supplied changed from 16.6% in 2012 to 13.85% in 2014.
• Scope 3 emissions are higher becasuse the freight transport increased. We use vehicular traffic counts published by  the Secretaría de Comunicaciones y Transportes to know the number of vehicles entering and leaving to Mexico City, comparing  2012 vs 2014: Heavy trucks +28%,  tractor units +42%, private vehicles +8% 
• On the last inventory report (2012) we estimated the emissions from closed landfills (scope 1 and 3), now we estimated the residual emissions from closed landfills and active ones (newly open 2-3 years), as well as emissions from unmanaged landfills, like open dumpsites.; because of that, the 2014 emissions are bigger than 2012.
•For water treatment in  2014 inventory we did a TOW (Total Organics in Wastewater) update for untreated wastewater, and we adjusted the TOW according to the type of treatment systems plants wastewater reported for 2014.",2014,8874724,2582213000000,MXN     Mexican Peso,2014,INEGI,16,1485,2240,"(19.4326077, -99.133208)","(23.634501, -102.552784)"
50369,Ayuntamiento de San Luis Potosí,Mexico,San Luis Potosí,,2016,12/31/2015 12:00:00 AM,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"the IPCC methodology was followed , implementing all the criteria therein following the classification.",CO2; CH4; N2O,1320629.99,1096122.89,224507.1,Increased,"Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants, thus the demand for jobs and resources increases, having a greater number of companies, workers they need transportation that is often itself.",2015,824229,183992,MXN     Mexican Peso,2015,INEGI,21,1482,1998,"(22.173333, -100.97005)","(23.634501, -102.552784)"
31148,City of Amsterdam,Netherlands,Amsterdam,C40,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,Other,"Local standard based on electricity, gas, district heat en local transportation.",CO2,4471000,,2310000,Decreased,"The decrease is very slight (<0,1%). An exact reason cannot be given. It probably has to do with the fact that outdoor temperatures were lower in 2015 than in 2014 and an increase of economical activity. Despite these curcumstances it is a decrease of emissions. This can be an indication that climate policies have a positieve affect, though not very strong.",2015,822272,50047000000,EUR     Euro,2013,"Rapport Economische Verkenningen MRA 2015, blz 97. (Amsterdam Metropolitan Area)",11.8,219,2,"(52.370216, 4.895168)","(52.132633, 5.291266)"
61790,"City of Emeryville, CA",USA,"Emeryville, CA",,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; CH4; N2O,167728,127138,40590,Decreased,,2014,10570,,USD     US Dollar,,,15.1,5.2,7,"(37.831316, -122.285247)","(37.09024, -95.712891)"
31179,Gemeente Rotterdam,Netherlands,Rotterdam,C40,2016,12/31/2015 12:00:00 AM,Other: Geopolitical Boundary - physical areas over which local government has jurisdictional control.,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","For the city of Rotterdam, the GHG protocol is used and the governmental boundaries apply, hence including the port, we compute all scope 1 emissions. Industrial activities in the port area encompasses several energy production plants, therefore scope 2 emissions from the industry are not computed. 
We only monitor scope 2 emissions for the built environment. This number is filled in in C1.5 but is not used for the monitoring of the RCI target.  
An inventory was made on the emissions in 2009 and 2011 of other green house gases, but these numbers have limited accuracy. Therefore, these numbers are not included in C1.5. 
The most recent data that are now (April, 2016) available refer to the situation in 2014.",CO2,31512000,30011000,1501000,Increased,The total amount of CO2-emission in Rotterdam in 2014 has increased compared to the 2013-emissions. 31512000 tonnes in 2014 compared to 29524000 in 2013 (updated figure). Refineries and especially energy generation have increased their emissions substantially.,2014,624000,,,,,11,208,-5,"(51.9163716, 4.4509382)","(52.132633, 5.291266)"
54078,City of Hayward,USA,Hayward,,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2; CH4; N2O,1048704,861854,186850,Decreased,"Comparing 2010 to 2015, energy emissions (natural gas and grid-supplied electricity) have decreased by 7%.",2015,158985,,,,,11.8,117,32,"(37.6689, -122.0808)","(37.09024, -95.712891)"
43932,Auckland Council,New Zealand,Auckland ,C40,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Version 1 (published in 2014),CO2; CH4; N2O,10472155,9133523,1338632,Increased,"There was a 0.9 per cent increase in emissions between 2009 and 2013. The emissions for 2009 were 10,857 ktCO2e (our last emissions inventory). The emissions for 2013 were 10,955 ktCO2e (our most recent emissions inventory). The main driver of the increase was the increased emissions from the industrial processes and product use sector. Over the same timeframe, the population increased by 5.0 per cent and the GDP increased by 8.4 per cent. Subsequently, the emissions intensity by population decreased from 7.6 to 7.3 tCO2e per capita. Similarly the emissions intensity by GDP decreased from 160 to 149 tCO2e per million $NZ (2009/2010 price). Overall, the emissions intensity has reduced and there is evidence that emissions are decoupling from population and economic growth.",2015,1569900,81186000,NZD     New Zealand Dollar,2014,Statistics New Zealand,15.3,4894,79,"(-36.815328, 174.741788)","(-40.900557, 174.885971)"
43937,Wellington City Council,New Zealand,Wellington,,2016,06/30/2015 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; PFCs; CH4; SF6; N2O; HFCs,1084979,621179,171780,Decreased,"The decrease in emissions we have experienced is largely due to reductions in emissions from stationary energy. This decrease is primarily from a reduction in demand, but also from the increasing proportion of renewable energy generated in New Zealand.",2015,203800,18333000,NZD     New Zealand Dollar,2015,Infometrics,12.7,290.1,,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
14088,City of Oslo,Norway,Oslo,C40,2016,12/01/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Oslo gets most of the GHG-data from Statistics Norway and has further developed it to make it compliant with the GPC-protocol. The GPC- reporting was approved september 2015. Statistics Norway did a revision of the GHG-data  in february 2016, but this last revision has not been updated in the GPC-reporting.",CO2; CH4; N2O,1340422,1094422,246000,Increased,"We havn`t used the full GPC-methodology for more than one year so we can`t tell if the emissions have increased or decreased. But due to the numbers from Statistics Norway, we can conclude that there has been a slight increase. The main reason is growth in emissions from Off road-transportation. Emissions from stationary energy use in residential, commercial and institutional buildings have decreased.",2016,658390,458449000000,NOK     Norwegian Krone,2013,Statistics Norway,5.7,454,94,"(59.9138688, 10.7522454)","(60.472024, 8.468946)"
54354,City Government of Makati,Philippines,Makati,,2016,12/31/2011 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Guidance from the following sources was also used: GHG Management in Local Governments: A Guide developed by the Greenhouse Gas Management Institute (GHGMI) with funding support from USAID, International Local Government Greenhouse Gas Emissions Analysis Protocol (IEAP) developed by ICLEI, and the newly published Global Protocol for Community-Scale Greenhouse Gas Emissions* from WRI, ICLEI and the C40 Climate Leadership Gourp were also used to supplement the GHG Protocol.

*GPC Pilot version 1.0 (May 2012) was re;eased as draft and opened for comments while the GHG inventory was taking place in Makati. The approach taken to complete the inventory is mostly similar to the one recommended in the Protocol, but there are some differences in content and terminology (e.f. defining inventory boundaries in terms of 'geographic' and 'geographic+' instead of 'basic' and 'basic+'.",CO2; CH4; N2O,1660370,462586,1197784,Increased,"Scope 1 (Stationary Energy and Transport) and Scope 3 (Solid Waste) increased due to the following reasons:
a. During daytime, the City's population increases to more than 4 million as people from the Metropolitan Manila and other provinces go to the city to work, shop, do business, or simply dine and be entertained.
b. With the increasing population, waste generation also increases.
c. Increased construction and development projects are also observed leading to increased in the demand for energy.
d. More than 800,000 vehicles traverses the City each day as the City host of three (3) Metro Rail Transit (MRT) and Philippine National Railways (PNR) stations and gateway of four (4) major roads.",2010,529039,,PHP     Philippine Peso,2015,Budget of Expenditures and Sources of Financing NEDA,,27.4,,"(14.559004, 121.081632)","(12.879721, 121.774017)"
31185,City of Warsaw,Poland,Warsaw,C40,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,Covenant of Mayors,CO2,11721774,7930452,3791322,Decreased,"Reduction of CO2 emission was caused by lower consumption of heat and electricity for buildings which may have been caused by investments in thermal retrofitting of buildings, reduction of energy use due to higher social awareness (due to SEAP educational campaigns) and warmer winter.",2016,1626514,30041,,2013,Central Statistical Office of Poland,8,517,103,"(52.2296756, 21.0122287)","(51.919438, 19.145136)"
31171,Ayuntamiento de Madrid,Spain,Madrid,C40,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; PFCs; CH4; SF6; N2O; HFCs,10257048,6795577,3250803,Decreased,"Indirect (Scope 2 + Scope 3) emissions decreased by 24,86% in 2013 in comparison to 2012, whereas electricity consumption decreased by 5,19 % in that period.
This trend is explained by a decrease of 24,86 % in the electricity EF, as a result of the increasing penetration of renewable energy  in the national electricity mix.",2015,3156572,125948386,EUR     Euro,2014,Contabilidad Municipal Trimestral. Ciudad de Madrid. Base 2010. Serie 2000-2015,15,604,655,"(40.1076253, -3.3875673)","(40.463667, -3.74922)"
55325,Município de Águeda,Portugal,Águeda,,2016,12/31/2013 12:00:00 AM,0,Other," Sustainable Energy Action Plan (SEAP) + SEAP Monitoring Report: Águeda’s SEAP holds a total carbon reduction potential of 33% by 2020, using 2002 as the reference year. The considered actions will also result in substantial economical benefits for the region’s citizens, companies and municipality, estimated at an average of 8 million Euros per year.An average investment of 3,3 million Euros per year is required to implement the actions included in the SEAP, but the bulk of this cost can be supported by external investment (public incentives, bank loans, ESCO models and the transaction of white certificates and carbon credits), which reduces to 1,2 million Euros per year the investment to be supported by the region’s citizens, companies and municipality.",,258882,,,,,2011,47729,,,,,15,335,31,"(40.575302, -8.445822)","(39.399872, -8.224454)"
50679,Barreiro,Portugal,Barreiro,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",The data of energy consumption were collected from the Directorate General for Energy and Geology (DGEG).,CO2,290849,203441,87408,Increased,A residual increase of 2%.,2011,78764,,,,,16,33,20,"(38.660815, -9.079072)","(39.399872, -8.224454)"
50680,Cascais,Portugal,Cascais,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"this was made with calculous platforms from international organizations such as UN (IPCC, and ICLEI) as well as EU comission",CO2,565382,565382,266221,Decreased,We have verified a decrease in fuel consumption between the mentioned time period.,2014,208122,,,2014,,17,97,,"(38.6970565, -9.4222945)","(39.399872, -8.224454)"
50673,Faro,Portugal,Faro,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,Other,Irradiare Science of evolution,CO2,265.85,128,138,Stayed the same,The data was collected in 2010,2014,61214,13231,EUR     Euro,2013,INE(2013) Estudo do poder de compra,17.8,202570,200,"(37.019355, -7.93044)","(39.399872, -8.224454)"
54395,Taoyuan City Hall,Taiwan,Taoyuan ,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,30073752.26,2686286.75,14505921.17,Increased,"Our emission increased compare to year 2012, most due to the fact that business continues to grow in our city. 
The emission of third rail and vehicle fuel increased by 3.2% and 1.35% in transportation sectors while the emission from IPPU and agriculture sectors increased 44.58% and 14.79% respectively. 
Even so, the emission from residential and commercial buildings sector and waste sector decreased by 3.83% and 3.63% demonstrates that educational propaganda for energy conservation and carbon reduction works well in our city.",2016,2114172,529600000000,USD     US Dollar,2014,World Bank,23,1220.9,,"(24.993628, 121.30098)","(23.69781, 120.960515)"
36159,City of Lisbon,Portugal,Lisbon,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,Other,"The data for the final energy use in the city of Lisbon was obtained from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). To estimate the emissions from fuel use (scope 1), the emission factors from the 2006 IPCC Guidelines for National Greenhouse Gas Inventories were used. To estimate the emissions from electricity use (scope 2), the emission factor of the Portuguese electric system was obtained from National Energy Balance  from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). The latest value was used, which refers to 2014 conditions.",CO2,1934361,1023910,910451,Decreased,"The decrease in electricity emissions is related with increase of renewables in the national electricity generation mix. The decrease in diesel and gasoline is related with a correction of national statistics of energy for the period 2009-2012, where this figures were overestimated for Lisbon. The 2013 and 2014 values are now correct. Fuel-oil consumption also decreased by conversion to natural gas. Natural gas consumption increase.",2011,547773,68133192,,2010,http://www.portugalglobal.pt/EN/InvestInPortugal/WhyPortugal/Lisbon/Documents/DatasheetNUTIII_Grande_Lisboa.pdf,17.3,85,50,"(38.7222524, -9.1393366)","(39.399872, -8.224454)"
46514,City of Porto,Portugal,Porto,,2016,12/31/2009 12:00:00 AM,Administrative boundary of a local government,Other,The GHG emissions inventory was developed through the energy supply and demand data by the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt) and the National Statistics Institute (www.ine.pt). The Transports sector was estimated through a separate and specific mobility needs model.,,1020000,,,Decreased,"Porto Energy Agency has already calculated GHG emissions for 2004 , 2009 and 2012 (this last one with non definite or mature data). The 2004 GHG emissions were the basis for the Sustainable Action Plan development. As this is the first report, 2004 GHG emissions and related SEAP policies were submitted. The 2009 and 2012 GHG emissions balance point to a decrease in the emissions (by 22% and 24% respectively) - which indicates that Porto is half way of his ambitious target to 2020 – and these results are mainly  because of the decrease in the demand of fossil fuels (in mobility due to the Metro expansion) and “greener” national grid electricity.",2011,238954,,,,,15.2,42,83,"(41.1579438, -8.6291053)","(39.399872, -8.224454)"
50672,Santarém,Portugal,Santarém,,2016,12/31/2006 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2,331717,245483,86235,,,2011,61752,,,,,16,553,108,"(39.236669, -8.685994)","(39.399872, -8.224454)"
19233,Torres Vedras Municipality,Portugal,Torres Vedras ,,2016,12/31/2009 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2,260331,,,,,2011,79465,,,,,15,407,75,"(38.763669, -9.30148)","(39.399872, -8.224454)"
31115,City of Johannesburg,South Africa,Johannesburg,C40,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The City of Johannesburg 2014 inventory is the first GPC compliant inventory compiled for the City. It builds on the pioneering work undertaken by Siemens who compiled the first inventory for the City for the 2007 calendar year. Siemens prepared the initial report under an arrangement with C40 in 2012, and analyses the high-level changes between the two inventory years.",CO2; CH4; N2O,24716713,9068358,15661031,Decreased,"This decrease could be attributed to a number of reasons, for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency
artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore, to enhance our understand we will do bottom up data collection at a project level.",2015,4764381,337000000000,ZAR     South African Rand,2015,http://www.bsivjoburg.co.za/bsivjoburg/index.cfm/economic-overview/joburg-economic-overview/,20,1645,1645,"(-26.2041028, 28.0473051)","(-30.559482, 22.937506)"
49360,Pretoria - Tshwane,South Africa,Pretoria - Tshwane,C40,2016,06/30/2015 12:00:00 AM,A metropolitan area,International Emissions Analysis Protocol (ICLEI),The methodology as defined in the International Local Government GHG Emissions Analysis Protocol V1.0 and the Local Government Operations Protocol for the Quantification and Reporting of GHG Inventories V1.1 where used where applicable and viable.,CO2; CH4; N2O,15236693,4648959,10589996,Increased,The exclusion of the Eskom and Pre-paid energy usage in the baseline figures. The two subsequent years the afore-mentioned usage was included.,2016,3200000,2739000000,ZAR     South African Rand,2016,STATSSA,17,6298,1339,"(-25.746111, 28.188056)","(-30.559482, 22.937506)"
59552,"City of Davis, CA",USA,"Davis, CA",,2016,01/01/2010 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),The City updated the inventory in 2012 using the latest available data from 2010.,CO2; CH4; N2O; HFCs,348347,288673,,Decreased,Lower carbon emission electricity energy mix (grid).,2010,65600,,USD     US Dollar,2016,N/A,23,25,15,"(38.544907, -121.740517)","(37.09024, -95.712891)"
44182,Incheon Metropolitan City,South Korea,Incheon ,,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,Other,Calculation Korea Environment Corporation municipal greenhouse gas emissions guidelines ver.4.0 (2015. January),CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,69794140,57719912,12074228,Increased,"GHG emissions saw a 2.2% increase due to a comprehensive increase in Scope 1 energy usage related to increase in population, households, GRDP, and motor vehicles caused by the development of new cities such as Songdo, Cheongna and Yeongjong.",2015,2983484,68373000000000,KRW     South Korean Won,2014,KOSIS,12.7,1381,26,"(37.456256, 126.705206)","(35.907757, 127.766922)"
61753,Yilan County,Taiwan,Yilan ,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,8180556.68,6911264.55,1269292.14,Stayed the same,,2014,458777,,,,,22.3,2143,20,"(24.702107, 121.73775)","(23.69781, 120.960515)"
