Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,74575,Dane County,,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,542400,2018,,2020-05-01T03:57:57.217
2019,58530,"City of Northampton, MA",Northampton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,,328180,,,,This is our first year of calculation,,,28549,2010,POINT (-72.6144 42.3048),2020-05-01T03:57:57.217
2019,54119,City of Palo Alto,Palo Alto,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),TCR/LGOP,,"CH4, CO2, N20",,10855,,,,316743,,,,,,Decreased,Other: Elimination of natural gas emissions,,67082,2018,POINT (-122.143 37.4419),2020-05-01T03:57:57.217
2019,840529,Ayuntamiento de Victoria (Tamaulipas),,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,2019-08-28 - 2020-08-24,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,,,,,,,,,,,,,,,,346029,2015,,2020-05-01T03:57:57.217
2019,31187,Seoul Metropolitan Government,Seoul,Republic of Korea,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Other: National GHG emission calculation guidelines for local governments,Seoul follows guidelines set by Korea Ministry of Environment for local governments  to calculate GHG emissions,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,,,,,,Increased,Increased energy/electricity consumption,,10089517,2018,POINT (126.978 37.5665),2020-05-01T03:57:57.217
2019,73803,Herrera,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,36356.25,0,1345.21,0,206.33,,,,,,,,,1767,2010,,2020-05-01T03:57:57.217
2019,14344,"City of Park City, UT",Park City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Per the GPC protocol, BASIC+ emission scopes are defined as follows. The following GPC items are applicable to Park City.Scope 1: GHG emissions from sources located within the city boundary, including:• energy and transportation fuel combustion;• fugitive emissions;• industrial processes and product use inside the city; and• agriculture, forestry, and land use inside the city.Scope 2: GHG emissions occurring as a consequence of the use of grid-supplied electricity, heat, steam and/or cooling within the city boundary.Scope 3: GHG emissions that occur outside the city boundary as a result of activities taking placewithin the city boundary, including:• transmission and distribution losses;• solid waste treated outside the city;• wastewater treated outside the city;• transportation activities for which fuel combustion occurs outside the city, including visitor air travel.GHG emissions that are not required to be reported per the GPC protocol but may help cities better understand all of their GHG emission activities were also calculated and include key consumption based emissions.Non-GPC Scope 3 (Consumption-Based): For Park City, non-GPC Scope 3 emissions were calculated for the following consumption-based activities:• potable water use;• well-to-pump fuel production;• cement use; and• food purchases.Consumption from agriculture, forestry, and fishing electricity activities is included with commercial natural gas use.GPC Emissions that were not applicable to Park City:Scope 2• solid waste treated within the city;• wastewater treated within the city;Scope 3• energy use for which stationary fuel combustion occurs outside the city",Yes,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",0,160849,0,176857,0,207142,,,,,,Decreased,Change in accounting methodology,,8376,2016,POINT (-111.498 40.6461),2020-05-01T03:57:57.217
2019,50391,Prefeitura de Manaus,Manaus,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,2057711,2016,POINT (-60.0217 -3.11902),2020-05-01T03:57:57.217
2019,840521,City of Denizli,,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The Denizli Greenhouse Gas Inventory has been prepared in accordance with Global Protocol for Local GHG Emissions (GPC) which was prepared in 2014 by C40 Cities Climate Leadership Group (C40), the International Council of Local Environmental Initiatives (ICLEI) and the World Resources Institute (WRI) and which is widely used by local governments.The GPC was prepared on the basis of the IPCC National Greenhouse Gas Inventory Guidelines developed by the Intergovernmental Panel on Climate Change (IPCC) in 2006 and updated periodically. In this way, the results described in the following chapters are intended to be comparable and acceptable on a global scale.The inventory prepared at the urban scale includes all the emission sources within the realm of authority of Denizli Metropolitan Municipality. The authority of Denizli Metropolitan Municipality covers the provincial boundaries of the province .The inventory content is based on the classification of emission sources set by GPC. When preparing inventory in the framework of GPC, the scope of the inventory was determined depending on the detail, accuracy and reliability of the available data. GPC evaluates greenhouse gas emissions in 3 scopes; Scope 1 - Direct Emissions, Scope 2 - Indirect Emissions and Scope 3 - Indirect (Consumption Based) Emissions. During the preparation of the inventory, all emission sources within the realm of authority of the municipality were scanned and the maximum amount of data was tried to be reached. The emissions under Scope 3 were not included in the inventory due to the fact that it is ver y difficult to reach related data . According to the results of the GPC approach, the total greenhouse gas emissions of Denizli province for the year 2016 were estimated to be 7.5 million tons of CO2e. This amount refers to 7.5 tons of CO2e per capita, which is proportional to the population of Denizli in the same year (1.005.687) and this number is higher than Turkey’s 2016 average calculated as 7.5 tons of CO2e per capita. Total emissions of Denizli in Turkey’s total emissions in 2016 constitute 1.5%.",No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,5851890,1650777,0,5094537,7502667,,,,1027782,2018,,2020-05-01T03:57:57.217
2019,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,5081963,,,5759189,8083229,,,,2239191,2010,POINT (-78.5167 -0.2333),2020-05-01T03:57:57.217
2019,834301,Municipality of San Antonio de Areco,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",,161022.85,,21577.1,,3309.6,,,,,,This is our first year of calculation,Other: No hay datos,,24111,2014,,2020-05-01T03:57:57.217
2019,35893,City of Dar es Salaam,Dar es Salaam,United Republic of Tanzania,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,2016-01-01 - 2016-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The methodology covers all the intended measure for in boundary source (Scope 1), grid-supplier energy source (Scope 2) and the out of boundary source (Scope 3). All sectors covers by the protocol including stationary energy, transport, waste, industrial and agriculture. But intended to change the  inventories report to the format of the new Common Reporting Framework (CRF), so that we will have the common standard reporting of emissions data",,,,,,,,,,,,,,,,,6041000,2019,POINT (39.2083 -6.79235),2020-05-01T03:57:57.217
2019,59697,"City of Lake Worth, FL",Lake Worth,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,36000,2017,POINT (-80.0684 26.6168),2020-05-01T03:57:57.217
2019,58783,Commune de Bakata,,Burkina Faso,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,39308,2019,,2020-05-01T03:57:57.217
2019,50154,City of Turku,Turku,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The 2006 IPCC Guidelines methodology has been applied in accordance with the Covenant of Mayors 2018 guidance, i.e. Guidebook: “How to develop a sustainable energy and climate action plan (SECAP)” – Part 2 – Baseline emission inventory (BEI) and Risk and vulnerability assessment (RVA).",,"CH4, CO2, N20",49372,363926,,656354,,,,,,,,Decreased,Technological change,,191000,2018,POINT (22.2666 60.4518),2020-05-01T03:57:57.217
2019,60140,City of Nakuru,Nakuru,Kenya,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,-,,International Standard for Determining Greenhouse Gas Emissions for Cities (UNEP and World Bank),under review,,,,,,,,,,,,,,,,,2038945,2019,POINT (36.08 -0.30309),2020-05-01T03:57:57.217
2019,50681,Município de Funchal,Funchal,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,-,,City specific methodology,,,,,,,,,,,,,,,,,,111892,2011,POINT (-16.9241 32.6669),2020-05-01T03:57:57.217
2019,59681,"Town of East Hampton, NY",,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,21457,2010,,2020-05-01T03:57:57.217
2019,74678,City of Galati,,Romania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,303000,2018,,2020-05-01T03:57:57.217
2019,58569,City of Podgorica,Podgorica,Montenegro,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,185937,2011,POINT (19.2594 42.4304),2020-05-01T03:57:57.217
2019,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-04-01 - 2017-03-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,29671048,7925110,2590099,21022756,21308469,Stayed the same,Emissions have not changed,,37341317,2019,POINT (139.638 35.4437),2020-05-01T03:57:57.217
2019,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,With some national modifications. Emissions and energy use are calculated from data year 2017.,,"CH4, CO2, N20",,690300,,,,,,,,,,Decreased,Technological change,,120028,2019,POINT (25.65 60.9833),2020-05-01T03:57:57.217
2019,37038,City of Cologne,Cologne,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,2017,POINT (6.9583 50.9414),2020-05-01T03:57:57.217
2019,54327,Semarang City Government,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,2016-01-01 - 2016-12-31,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,,,,,,,,,,,,,,,,1729428,2016,,2020-05-01T03:57:57.217
2019,59545,"City of Charlottesville, VA",Charlottesville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),No comment,No,"CH4, CO2, N20",,,,,,,172555,171240,0,343796,0,Decreased,"Other: Behavioral Change, Reduced Emissions from Electric Grid, and Increased Fuel Efficiency of Vehicles.",,48117,2018,POINT (-78.4767 38.0293),2020-05-01T03:57:57.217
2019,54605,Municipalidad de Cusco,Cusco,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,434659,217,,2020-05-01T03:57:57.217
2019,68337,Bekasi City Government,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,,,,,,Increased,,,2873484,2017,,2020-05-01T03:57:57.217
2019,69995,Kemi,Kemi,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,"Other: European Union, Covenant of Mayors, 2010. How to develop a Sustainable Energy Action Plan – Guidebook. Part II, Baseline Emission Inventory",,,"CH4, CO2, N20",,,,,,,,,,,,Stayed the same,Emissions have not changed,,21024,2018,POINT (24.5637 65.7364),2020-05-01T03:57:57.217
2019,73749,Nagpur,,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-04 - 2018-01-03,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Under URBAN LEDS  II project, GHG inventory of the city has been prepared.",No,"CH4, CO2, N20",,,,,,,,,,2849470.4,,Increased,Population increase,,2405665,2011,,2020-05-01T03:57:57.217
2019,35877,City of Pittsburgh,Pittsburgh,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"Our inventory measures C02, NOx and SOx",,"CH4, CO2, N20",,5010418,,,,,,,,,,Decreased,Behavioural change,,301048,2018,POINT (-79.9959 40.4406),2020-05-01T03:57:57.217
2019,64014,City of Cupertino,Cupertino,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,154412.6,0,54382.5,0,86191.05,,,,,,Decreased,Policy change,,60170,2018,POINT (-122.032 37.323),2020-05-01T03:57:57.217
2019,834313,Municipality of Tópaga,,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,2018-01-01 - 2018-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Fue la metodología que la red ICLEi y el GCoM facilitó al municipio.  Sin embargo el MADS aconsejo ceñirse a la metodología empleada en el inventario nacional de GEI contenido en la Tercera comunicación nacional para evitar conflictos en el momento de ingresar datos sobre medidas de reducción al RENARE,,,,,,,,,,,,,,,,,3694,2013,,2020-05-01T03:57:57.217
2019,46514,City of Porto,Porto,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,City specific methodology,The GHG emissions inventory was developed through the energy supply and demand data by the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt) and the National Statistics Institute (www.ine.pt). The Transports sector was estimated through a separate and specific mobility needs model.,,CO2,,509133,,452666,,,,,,,,Increased,Other: Increased in residential electricity use,,237591,2011,POINT (-8.6291 41.1579),2020-05-01T03:57:57.217
2019,50665,Município de Ovar,Ovar,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,-,,,,,,,,,,,,,,,,,,,,55398,2017,POINT (-8.59723 40.8901),2020-05-01T03:57:57.217
2019,54078,City of Hayward,Hayward,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The City of Hayward uses SEEC ClearPath to conduct its greenhouse gas emissions inventories. ClearPath generates GPC Scopes for easy transfer of data to the GPC reporting platform.,No,"CH4, CO2, N20",,,,,,,,,,,,Increased,Population increase,,162030,2018,POINT (-122.081 37.6689),2020-05-01T03:57:57.217
2019,31171,Ayuntamiento de Madrid,Madrid,Spain,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,7131195,3118428,443477,9443598,10546156,Decreased,Other: Reduction of emissions at National Electricity Grid  Scale,,3221,2018,POINT (-3.38756 40.1076),2020-05-01T03:57:57.217
2019,35905,Corporation of Chennai,Chennai,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-04-01 - 2016-03-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,This is our first year of calculation,,,7900000,2019,POINT (80.2425 13.0992),2020-05-01T03:57:57.217
2019,35887,Ajuntament de Valencia,Valencia,Spain,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,,,,,,,,,,,Decreased,Policy change,,792086,2018,POINT (-0.3763 39.4699),2020-05-01T03:57:57.217
2019,50674,Município de Viseu,Viseu,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,,,,,,,,,,,This is our first year of calculation,,,99274,2017,POINT (-7.91247 40.6566),2020-05-01T03:57:57.217
2019,50396,Prefeitura Municipal de Santos,Santos,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,434742,2017,POINT (-46.3289 -23.9679),2020-05-01T03:57:57.217
2019,68373,Prefeitura de Pedreira,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,2019-12-01 - 2020-12-01,,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,,,,,,,,,,,,,,,,47321,2018,,2020-05-01T03:57:57.217
2019,840941,Prefeitura de Vila Nova dos Martírios,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,2020-01-01 - 2020-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,,,,,,,,,,,,,,,,11258,2010,,2020-05-01T03:57:57.217
2019,840943,Prefeitura de Boa Ventura,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,5751,2010,,2020-05-01T03:57:57.217
2019,73295,"City of La Crosse, WI",La Crosse,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,City specific methodology,The methodology is a measure of La Crosse's sustainability plan benchmarks converted to greenhouse gases.,,CO2,,,,,,,,,,,,Increased,Emissions reduction actions not implemented,,51320,2010,POINT (-91.2396 43.8014),2020-05-01T03:57:57.217
2019,841154,Municipalidad de Independencia (Peru),,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,212111,219,,2020-05-01T03:57:57.217
2019,54124,City of Fremont,Fremont,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),N/A,,"CH4, CO2, N20",,1440313,,,,,,,,,,Decreased,Technological change,,234962,2017,POINT (-121.989 37.5483),2020-05-01T03:57:57.217
2019,36158,Comune di Napoli,Napoli,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Other,Covenant of Mayors - SEAP,,CO2,,2559322,,,,,,,,,,Decreased,Policy change,,983755,2014,POINT (14.2514 40.842),2020-05-01T03:57:57.217
2019,54037,City of Des Moines,Des Moines,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,CO2,,,,,,,,,,,,Increased,Improved data accuracy,,217521,2017,,2020-05-01T03:57:57.217
2019,50551,City of Long Beach,Long Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",1931098,2216935,,707138,,442099,,,,,,This is our first year of calculation,,,470130,2017,POINT (-118.194 33.7701),2020-05-01T03:57:57.217
2019,54652,Prefeitura de Osasco,Osasco,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,676,2017,POINT (23.5328 46.7919),2020-05-01T03:57:57.217
2019,8242,City of Helsinki,Helsinki,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",3289000,811733,,1747554,,,,,,,,Decreased,Technological change,,650033,2018,POINT (24.941 60.1733),2020-05-01T03:57:57.217
2019,60414,Municipalidad Venado Tuerto,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,361558.32,0,58537.6,0,11244.57,,,,,,This is our first year of calculation,Other,,76432,2010,,2020-05-01T03:57:57.217
2019,840161,Municipality of Del Carmen,Del Carmen,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,20000,2019,POINT (125.97 9.869),2020-05-01T03:57:57.217
2019,60332,Prefeitura de São Carlos,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,,2020-05-01T03:57:57.217
2019,42388,Intendencia de Montevideo,Montevideo,Uruguay,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,3168923,42791,0,3211715,0,Stayed the same,Emissions have not changed,,1380432,2016,POINT (-58.2987 -34.7112),2020-05-01T03:57:57.217
2019,840944,Prefeitura de Carnaúba dos Dantas,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,7429,2010,,2020-05-01T03:57:57.217
2019,59956,Banda Aceh City Government,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2",98715,479731,,,,,,,,,,Increased,Population increase,,259913,2018,,2020-05-01T03:57:57.217
2019,73712,Camilo Aldao,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,87536.69,0,3486.19,0,534.73,,,,,,This is our first year of calculation,Other,,5209,2010,,2020-05-01T03:57:57.217
2019,74386,Gangtok,,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,100286,2011,,2020-05-01T03:57:57.217
2019,59996,Batangas City,Batangas,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Results of the inventory cover the reporting period from January 1, 2010 to December 31, 2010. The report was completed primarily in accordance with the guidance from the World Resources Institute’s (WRI) Greenhouse Gas Protocol, the current international standard for corporate greenhouse gas inventories, the 2006 IPCC Guidelines for National GHG inventories, and Tracking Greenhouse Gases: An Inventory Manual published by the Department of Environment and Natural Resources (DENR).Guidance from the following sources was also used: GHG Management in Local Governments: A Guide developed by the Greenhouse Gas Management Institute (GHGMI) with funding support from USAID, International Local Government Greenhouse Gas Emissions Analysis Protocol (IEAP)developed by ICLEI, and the newly published Global Protocol for Community-Scale Greenhouse Gas Emissions  from WRI, ICLEI, and the C40 Climate Leadership Group were also used to supplement the GHG Protocol.",,"CH4, CO2, N20",172070,,,,,,,,,,,Increased,Behavioural change,,354170,2017,POINT (121.058 13.7565),2020-05-01T03:57:57.217
2019,50388,Prefeitura de Natal,Natal,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,803739,2010,POINT (-35.2009 -5.77925),2020-05-01T03:57:57.217
2019,69850,Municipalidad de Comas,Comas,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,557,218,POINT (-77.0667 -11.95),2020-05-01T03:57:57.217
2019,840018,Municipalidad Distrital de Ate,,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,647000,2017,,2020-05-01T03:57:57.217
2019,54048,City of Knoxville,Knoxville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,2653938,,1238562,,115174,,,,,,Decreased,Change in available data,,186239,2016,POINT (-83.9207 35.9606),2020-05-01T03:57:57.217
