Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2021,859169,Kuroshio Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,850383,Prefeitura de Cocal do Sul,,Brazil,Latin America,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,,16821,2020,,10/04/2021 09:23:47 AM
2021,859065,Nakasatsunai Village,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,50543,"Halifax Regional Municipality, NS",Halifax,Canada,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"HRM's emissions calculation methodology is entirely based on the GPC Protocol. The 2016 emissions inventory provided here was developed as the baseline inventory for HRM's HalifACT 2050 Climate Action Plan, which represents the municipality's long-term mitigation and adaptation strategy. HRM has retained the technical expertise of a skilled team of external consultants (Sustainability Solutions Group) to develop this inventory using a sophisticated energy & emissions modelling tool called CityInSight. This tool builds a long-term energy & emissions profile for the municipality using population and employment data and projections, detailed energy consumption information based on building archetypes and zoning, induced traffic demand projections and detailed information on energy use/production, waste and wastewater production based on all building stock in the municipality.","CH4, CO2, N20",136181,2221753,727,3120821,53,305741,,,,,,Decreased,Improved data accuracy,5600,421939,2017,POINT (-63.5714 44.6478),10/04/2021 09:23:47 AM
2021,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),,Mexico,Latin America,public,Intending to undertake in the next 2 years,,"Other, please specify: Intermunicipalidad",,,,,,,,,,,,,,,,,,2179,132735,2015,,10/04/2021 09:23:47 AM
2021,68383,Prefeitura de Itatiba,Itatiba,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,322230,120858,2021,POINT (-23 46.5),10/04/2021 09:23:47 AM
2021,46473,City of Zaragoza,Zaragoza,Spain,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",,1843765.07,,392833.24,,,,,,,,Decreased,Policy change,973.8,681877,2020,POINT (-0.88701 41.6086),10/04/2021 09:23:47 AM
2021,840428,Hua-Hin Municipality,,Thailand,Southeast Asia and Oceania,public,Yes,2015-10-01 - 2016-09-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Thailand Greenhouse Gases Management Organization initiated projected entitled City Carbon Footprint or CCF and Hua Hin was one of eight municipalities that participated in the year 2016 (data was collected by survey forms on carbon footprint at the city level, TGO_LCC_01- TGO_LCC_016)","CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Do not know,,86.36,65977,2020,,10/04/2021 09:23:47 AM
2021,60394,Gobierno Autónomo Municipal de Tarija,Tarija,Bolivia (Plurinational State of),Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,2200,265188,2019,POINT (-63.4884 -21.2666),10/04/2021 09:23:47 AM
2021,859158,Izumo City,,Japan,East Asia,public,Yes,2017-04-01 - 2018-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,CO2,,,,,,,,,,,,Increased,Increased energy/electricity consumption,624.36,174708,2020,,10/04/2021 09:23:47 AM
2021,59151,City of Akureyri,Akureyri,Iceland,Europe,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Using CIRIS,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,131764,,6347,,12838,,,,,,Decreased,Technological change,136,19219,2020,POINT (-18.1262 65.6885),10/04/2021 09:23:47 AM
2021,54403,City of Tampere,Tampere,Finland,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: Covenant of Mayors Guidebook ""How to develope a Sustainable Energy and Climate Action Plan""","The City of Tampere monitors it emissions annually following a nationally widely used method called the CO2-report. In addition to that the city has committed to the Covenant of Mayors and developed its Sustainable Energy and Climate Action Plan following the CoM methodology. Following this methodology the city has calculated its emissions from BEI 1990 , MEI1 2016 and MEI2 2019. The CoM methodology is very similar to the methodology used in the CO2-report and the CO2-report calculations have been modified to follow the CoM methodology.","CH4, CO2, N20",486115,410768,,623850,,,,,,,,Decreased,"Other, please specify",689.59,241800,2021,POINT (23.761 61.4978),10/04/2021 09:23:47 AM
2021,859124,Kani City,,Japan,East Asia,public,Yes,2017-04-01 - 2018-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,848937,Rio das Flores,,Brazil,Latin America,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,478783,8560,2010,,10/04/2021 09:23:47 AM
2021,54037,"City of Des Moines, IA",Des Moines,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",0,1328927.89,,1259505.19,,8872.07,,,,,,Increased,"Other, please specify: Increased in some areas; decreased in others, remained relatively stable.",82.6,215636,2019,,10/04/2021 09:23:47 AM
2021,859090,Yokoze Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,859137,The City of Suzuka,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,54075,"City of Lakewood, CO",Lakewood,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,827143,,653793.8,,,,,,,,Decreased,"Other, please specify: Cleaner electrical grid energy sources",114.5,156500,2019,POINT (-105.081 39.7047),10/04/2021 09:23:47 AM
2021,840313,Municipalidad Cerro Navia,,Chile,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,11.04,142304,2021,,10/04/2021 09:23:47 AM
2021,59563,"City of Takoma Park, MD",Takoma Park,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,151435,,,,,,,,,,Decreased,Technological change,5.4,17765,2021,POINT (-77.0075 38.9779),10/04/2021 09:23:47 AM
2021,60348,Prefeitura de São José dos Pinhais,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,948.52,264000,2010,,10/04/2021 09:23:47 AM
2021,859074,Tagajo City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,863190,Renca,,Chile,Latin America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Smaller – covers only part of the city,Regional or country specific methodology,"Herramienta nacional huella chile, validado por  Ministerio de Medio Ambiente","CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,"Other, please specify: Primera medición",24.2,161959,2021,,10/04/2021 09:23:47 AM
2021,55166,City of Tsukuba,Tsukuba-shi,Japan,East Asia,public,Yes,2016-04-01 - 2017-03-31,Special city,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,69822,Kristianstad,,Sweden,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"Top-down distribution of national statistics to regional and municipal levels according to SMED (Svenska MiljöEmissionsData), a collaboration between IVL Swedish Environmental Research Institute, SCB Statistics Sweden, SMHI Swedish Meteorological and Hydrological Institute and SLU Swedish University of Agricultural Sciences. Complemented with local data. (http://extra.lansstyrelsen.se/rus/Sv/statistik-och-data/nationell-emissionsdatabas/Pages/default.aspx)","CH4, CO2, HFCs, N20, PFCs, SF6",2200,395409,,55966,,,,,,,,Decreased,Technological change,1346,86217,2020,,10/04/2021 09:23:47 AM
2021,859120,Matsukawa Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,74594,"City of Boynton Beach, FL",Boynton Beach,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The City  of Boynton Beach utilized the GPC methodology for its community inventory per GCoM requirements.,"CH4, CO2, N20",,425534,,324793,,35525,,,,,,Decreased,Change in available data,42.7,78495,2020,POINT (-80.216 26.4986),10/04/2021 09:23:47 AM
2021,50391,Prefeitura de Manaus,Manaus,Brazil,Latin America,public,Intending to undertake in the next 2 years,,Local government area within a greater city / metropolitan area,,,,,,,,,,,,,,,,,,11401,2219580,2021,POINT (-60.0217 -3.11902),10/04/2021 09:23:47 AM
2021,859185,Minamioguni Town,,Japan,East Asia,public,Yes,2015-04-01 - 2016-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,50395,Prefeitura de São Luís,São Luís,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,831.7,1014837,2010,POINT (-38.057 -6.5344),10/04/2021 09:23:47 AM
2021,50154,City of Turku,Turku,Finland,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Turku carries out GHG inventories covering all existing CO2, CH4 and N2O emissions from energy, transportation, agriculture and waste. Parallel calculations have been carried out using different methodologies including EU Covenant of Mayors (CoM) methodology and CO2-report as described in detail in Turku’s Climate Plan 2029 (SECAP). For best consistency with the CRF requirements, the data provided here is based on the ALas model (Alueellinen Laskenta, regional calculation) provided by the Finnish Environment Institute (SYKE). In broad terms, the calculation is similar to the basic level of GPC standard, with agriculture, F-gases and grid losses included, but without the local air service included in the standard. However, for consistency with baseline data F-gases are excluded from the report below and local air service emissions are included according to the CO2-report.In 2019 Turku reported GHG emissions using the CoM methodology, following the recommendation of CDP representatives. In previous years, another methodology (CO2-report) has been used. The emissions have been estimated for 1990 and 2015 using the CoM methodology, whereas emissions following CO2-report methodology are available for a more comprehensive time-series (1990, 2000, 2008 - 2018). For the time being, ALas model covers the years from 2005 onward.Despite the minor differences in the methodologies and differencies in the update cycle and data coverage, all the models show very similar declining progress towards the carbon neutrality target. We are committed to improve the data and methodologies in collaboration with expert organisations in Finland and beyond.","CH4, CO2, N20",,390100,,353800,,,,,,,,Decreased,Technological change,246,194000,2020,POINT (22.2666 60.4518),10/04/2021 09:23:47 AM
2021,850305,Prefeitura de Joaçaba,,Brazil,Latin America,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,241.637,30404,2020,,10/04/2021 09:23:47 AM
2021,840935,Prefeitura de Brasiléia,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,3916.507,25848,2018,,10/04/2021 09:23:47 AM
2021,834278,Municipality of Resistencia,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,523033.04,,246184.52,,164041.22,,,,,,Increased,Improved data accuracy,190,305461,2018,,10/04/2021 09:23:47 AM
2021,73763,San Carlos City,,Philippines,Southeast Asia and Oceania,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Stationary Energy: Fuel consumed X Emission factor X GWP= GHG emissionsFor electricity: Electricityconsumed X Average Electricity - Grid emissions factor = GHG emissionsMobile energy: Fuel sold X Fuel emission factor = GHG emissionsSolid waste: Solid waste generated X % DOC that degrades X % impact of waste site X % DOCf that is methane X C to CH4 conversion factor X Oxidation rate X CH4 GWP = GHG emissionsAgriculture and forestry: Activity data X Emission Factor X GWP = GHG Emission,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,"Other, please specify: Not applicable since this is our first year of calculation of our city-wide emissions",451.5,132536,2015,,10/04/2021 09:23:47 AM
2021,859061,Teshio Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,54348,The Local Government of Quezon City,Quezon City,Philippines,Southeast Asia and Oceania,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"C40, WRI and ICLEI  launched the  Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC) in 2014 to support cities to develop robust , comprehensive and consistent inventories.  In line with this, C40 designed a tool which has been  reviewed by WRI to conform  with the GHG protocol for cities  known as the City Inventory Reporting and Information System (CIRIS) tool,  to support cities in reporting city-wide GHG emissions based from the GPC requirements.","CH4, CO2, N20",,5323322,,2691044,,,,,,,,This is our first year of calculation,Lack of knowledge overcome,161.12,2960048,2020,POINT (120.862 15.6835),10/04/2021 09:23:47 AM
2021,859100,Oiso Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,840945,Prefeitura de Santa Bárbara,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,684.1,31604,2020,,10/04/2021 09:23:47 AM
2021,834403,Municipality of San Martín de los Andes,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,196577.68,,36260.06,,17852.68,,,,,,Increased,"Other, please specify",144.31,37078,2018,,10/04/2021 09:23:47 AM
2021,73695,Uranga,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,1022920,,1001.52,,181.22,,,,,,Increased,Change in calculation following verification,70.22,902,2018,,10/04/2021 09:23:47 AM
2021,859111,Suwa City,,Japan,East Asia,public,Yes,2016-04-01 - 2017-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,863086,Embu City,,Kenya,Africa,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,100,64979,2019,,10/04/2021 09:23:47 AM
2021,36477,Comune di Lucca,Lucca,Italy,Europe,public,In progress,-,City / Municipality,,,,,,,,,,,,,,,,,,185.5,90107,0,POINT (10.6174 43.8399),10/04/2021 09:23:47 AM
2021,841540,South Lakeland District Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2019-04-01 - 2020-03-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,,1534,104955,2019,,10/04/2021 09:23:47 AM
2021,840075,Unley City Council,Unley,Australia,Southeast Asia and Oceania,public,Yes,2018-07-01 - 2019-06-30,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Using the Snapshot community climate tool developed by Ironbark Sustainability,  Beyond Zero Emissions and ICLEI.  For the initial development of this tool for use in South Australian LGAs, a financial contribution from a collaboration of local governments including City of Unley in 2019. Snapshot data has been put into the City Inventory Reporting and Information System (CIRIS) for the purpose of CDP reporting requirements.","CH4, CO2, N20",0,160000,,185000,,19000,,,,,,This is our first year of calculation,,14.4,39416,2020,POINT (138.6 -34.95),10/04/2021 09:23:47 AM
2021,74695,Sandnes kommune,,Norway,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"The greenhouse gasses CO2, methane (CH4) and nitrous oxide (N2O) are included in the accounts. The emission figures are shown with unit CO2 equivalents. This is a unit of measurement used to be able to compare the heating effect of different greenhouse gases on the atmosphere and to clarify which emissions contribute the most to global warming. Under ""Questions and answers"" this is further elaborated.The same methods and data sources are used for all the years covered by the statistics. The first year for which emissions are calculated is 2009. The reason for this is that there is either no data basis, or that the data basis does not have sufficient quality further back in time.The emission accounts use data sources that show the development at the local level to the greatest possible extent. The data sources, and also the total amount of greenhouse gas emissions, can therefore vary from the national emission accounts. However, the method for calculations follows the principles in the national emission accounts.link: https://www.miljodirektoratet.no/tjenester/klimagassutslipp-kommuner/?area=430&sector=-2",CO2,,,,,,,,,,,,Decreased,Improved data accuracy,354.6,79559,2020,,10/04/2021 09:23:47 AM
2021,834331,Nakano City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,863204,Pesisir Barat Regency,,Indonesia,Southeast Asia and Oceania,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,2907.23,155497,2016,,10/04/2021 09:23:47 AM
2021,54396,Can Tho City,Can Tho City,Viet Nam,Southeast Asia and Oceania,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: Bilan Carborne","Developed by the French Agency for Environment and Energy Management (ADEME), the Bilan Carbone tool serves as an accounting method for calculating in details the direct and indirect GHG emissions. Its analysis covers all of six GHGs (CO2, CH4, N2O, SF6, HFCs and PFCs) mentioned in Kyoto protocol, CFCs and water vapor released into the stratosphere by airplanes. The Bilan Carbone accordingly provides an overview on the various emission sources and their contributions to climate change. By employing this method, the GHG emissions from different types of reduction scenarios can be estimated, and thereby helps to identify appropriate and effective action plans and/or policies as well as potential implementation options to reduce GHG emissions.The Bilan Carbone method is somewhat similar to the techniques of “Rapid asessment of sources of air, water and land pollution” which are primarily based on the magnitude of emission sources and emission factors. The cores of Bilan Carbone tool are workbooks and spreadsheets in MS. Excel with ready-made calculating and converting formulas. All emission factors are arranged in a separate spreadsheet and linked to corresponding cells in other ones. Thus, in the event the users add or modify emission factors, the results in associated cells and spreadsheets are altered accordingly.","CH4, CO2, HFCs, N20",510499,3543847,,,,,,,,,,Increased,,1439,1240730,2020,,10/04/2021 09:23:47 AM
2021,834047,Choma Municipal Council,,Zambia,Africa,public,,,City / Municipality,,,,,,,,,,,,,,,,,,7296,51842,0,,10/04/2021 09:23:47 AM
2021,831823,Comune di Massa Marittima,Massa Marittima,Italy,Europe,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,283,8202,2021,POINT (10.8939 43.05),10/04/2021 09:23:47 AM
2021,834155,Kawagoe City,,Japan,East Asia,public,Yes,2016-04-01 - 2017-03-31,Special city,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,,,,0,,10/04/2021 09:23:47 AM
2021,859125,City of Shimada,,Japan,East Asia,public,Yes,2017-04-01 - 2018-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, HFCs, N20",,,,,,,,,,,,Decreased,,,,0,,10/04/2021 09:23:47 AM
2021,73694,Chacabuco,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",0,471759.42,0,64273.02,0,11730.23,,,,,,Decreased,"Other, please specify",2287,51962,2018,,10/04/2021 09:23:47 AM
2021,74414,"Boulder County, CO",Boulder County,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,Province / County,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Boundary: Boulder County has set its boundary to reflect the county limits.Time Period: The 2016 inventory is based on the calendar year of 2016 (January 1st, 2016 through December 31st, 2016).Reporting Methodology and Scope: Boulder County has chosen the  GPC BASIC+ reporting level. The BASIC+ methodology includes BASIC emission sources, as well as a morecomprehensive coverage of emissions sources such as trans-boundary transportation;energy transmission and distribution losses; industrial processes and product use; andagriculture, forestry and other land uses.","CH4, CO2, HFCs, N20",,,,,,,,,,,,Decreased,Policy change,1920,326196,2019,POINT (-105.5 40.15),10/04/2021 09:23:47 AM
2021,839980,Municipalidad de Avellaneda,,Argentina,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,153754.13,,34337.05,,5575.18,,,,,,This is our first year of calculation,"Other, please specify: Todavía no se cuenta con una sucesión de inventarios que permitan observar tendencias. Se espera poder realizar en el corto plazo una actualización del inventario de emisiones a escala comunitaria con año base 2018.",937,26492,2010,,10/04/2021 09:23:47 AM
2021,859187,Saiki City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,58595,Municipalidad de Belén,Belén,Costa Rica,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,Programa País Carbono Neutralidad 2.0 en su categoría Cantonal. La cual está basada en el GPC y algunas guías del IPCC.  Ver https://cambioclimatico.go.cr/metas/descarbonizacion/,CO2,,382671.29,,16853.24,,10843.3,,,,,,Decreased,Change in data collection methods,11.8,24000,2017,POINT (-84.1503 10.0035),10/04/2021 09:23:47 AM
2021,59180,Middelfart Kommune,Middelfart,Denmark,Europe,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Regional or country specific methodology,,"CH4, CO2",,,,,,,,,,,,Decreased,Technological change,299.5,39116,2021,POINT (9.87264 55.471),10/04/2021 09:23:47 AM
2021,54650,Prefeitura de Palmas,Palmas,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,2051.93,291855,2018,POINT (-48.3243 -10.2491),10/04/2021 09:23:47 AM
2021,859102,Shibata City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,49360,City of Tshwane,Pretoria - Tshwane,South Africa,Africa,public,Yes,2015-07-01 - 2016-06-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,Do not know,Change in methodology,6298,3306198,2017,POINT (28.1881 -25.7461),10/04/2021 09:23:47 AM
2021,826396,Munícipio de Sintra,Sintra,Portugal,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The methodology for calculating CO2 emissions is based on IPCC principles. The data presented is determined by applying emission factors to the data resulting from the energy inventory. Energy consumption is calculated using a mathematical model based on local energy consumption and macroeconomic and demographic variables.,"CH4, CO2, N20",0,943974,0,212255,0,43558,,,,,,Decreased,Policy change,319,392887,2020,POINT (-9.38811 38.7984),10/04/2021 09:23:47 AM
2021,74508,"City of Winona, MN",Winona,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Smaller – covers only part of the city,"Other, please specify: The Climate Registry (TCR)",,CO2,,,,,,,103592,127003,,,,Decreased,,39.2,26545,2020,POINT (-91.6663 44.0554),10/04/2021 09:23:47 AM
2021,50555,"City of Hamilton, ON",Hamilton,Canada,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Waste information directly from Public Works and reports to Ministry of Environment re: energy capture of methane control at landfill Transportation and Agriculture data from Statistics Canada Census Industrial (Steel Sector) GHG emissions data reported directly to Canada's National Pollutants Release Inventory (NPRI)  Commercial, Residential, Industrial (not Steel) from local electricity and natural gas utilities.","CH4, CO2, N20",,10579046,,132425,,,,,,,,Decreased,"Other, please specify",1117.23,579000,2019,POINT (-79.8661 43.25),10/04/2021 09:23:47 AM
2021,859254,Uppvidinge kommun,Åseda,Sweden,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The information in the database originates in:- Sweden's reporting to the Climate Convention and the Air Pollution Convention- Geographical distribution of the total emissions Sweden reportsThe information in the database is based on Sweden's official emissions statistics, which are reported to the Climate Convention and the Air Pollution Convention, among others. In order to be able to present emissions at county and municipal level, a method for geographical distribution of the emissions has been developed. It is this method that is described here. Emissions for Sweden have been distributed across the country in a grid where the squares correspond to 1 km2. The distribution takes place with the help of relevant statistics and geographical data, for example road networks, pastures, felled forest, population data. This geographical distribution means that the national total emissions are broken down and distributed at regional and local level. The degradation to higher spatial resolution includes a geographical limitation of where the emissions take place (eg road network) and statistics at regional and local level (eg traffic flows, vehicle types, cold start share). This means that the finer the classification, the greater the uncertainty (that the emission is distributed to the correct mileage is not unexpectedly much more uncertain than that it is distributed to the correct county)","CH4, CO2, HFCs, N20, PFCs, SF6",37,53282,,11280,,,,,,,,Decreased,Emissions reduction actions not implemented,1178,9588,2019,,10/04/2021 09:23:47 AM
