Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2018,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,10834502,7545045,179211,18378045,18557257,Increased,Population increase,,1246231,2017,POINT (-114.071 51.0486),2020-05-01T03:57:54.890
2018,63941,"Broward County, FL",Broward,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,9303281.66,7576807.56,8327198.61,25207287.83,0,Increased,Population increase,,1870000,2014,POINT (80.3659 26.1901),2020-05-01T03:57:54.890
2018,54084,City of Guelph,Guelph,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1005266,50811,100602,1060158,1156679,Decreased,Technological change,,131794,2016,POINT (80.25 43.55),2020-05-01T03:57:54.890
2018,46514,City of Porto,Porto,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,City specific methodology,The GHG emissions inventory was developed through the energy supply and demand data by the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt) and the National Statistics Institute (www.ine.pt). The Transports sector was estimated through a separate and specific mobility needs model.,,CO2,,,,,,,964642,,,Not Applicable,Not Applicable,Decreased,Technological change,,237591,2011,POINT (-8.6291 41.1579),2020-05-01T03:57:54.890
2018,1093,City of Atlanta,Atlanta,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2998249,4582255,0,7580504,0,Decreased,Change in available data,,450182,2017,POINT (-84.388 33.749),2020-05-01T03:57:54.890
2018,35897,Municipality of Campinas,Campinas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,1182429,2017,POINT (-46.9372 -22.744),2020-05-01T03:57:54.890
2018,826100,Ayuntamiento de La Barca,La Barca,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,85000,2017,POINT (-102.546 20.2903),2020-05-01T03:57:54.890
2018,59697,"City of Lake Worth, FL",Lake Worth,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,36000,2017,POINT (-80.0684 26.6168),2020-05-01T03:57:54.890
2018,54683,Prefeitura Municipal de Franco da Rocha,Franco da Rocha,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,131.604,2010,POINT (-46.732 -23.3094),2020-05-01T03:57:54.890
2018,58357,City of West Hollywood,West Hollywood,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,34399,2010,POINT (-118.362 34.09),2020-05-01T03:57:54.890
2018,54092,City of Ann Arbor,Ann Arbor,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2016-01-01,A metropolitan area,,,,,,,,,,,,,,,,,,,1177700,2017,POINT (-83.743 42.2808),2020-05-01T03:57:54.890
2018,74414,Boulder County,Boulder County,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2321769,1908448,642817,3998878,4873034,Decreased,,,322226,2016,POINT (-105.5 40.15),2020-05-01T03:57:54.890
2018,73282,Municipality of Ilha de Mozambique,Ilha,Mozambique,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-40.7323 -15.0364),2020-05-01T03:57:54.890
2018,50368,Municipalidad de Provincial de Arequipa,Arequipa,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,784651,2007,POINT (-75.329 -11.0557),2020-05-01T03:57:54.890
2018,31114,City of Sydney,City of Sydney,Australia,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,316348,3005794,1311356,3717748,4127984,Decreased,Behavioural change,,233219,2017,POINT (151.207 -33.8675),2020-05-01T03:57:54.890
2018,58627,"City of Alton, IL",Alton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,26581,2015,POINT (-90.1843 38.8906),2020-05-01T03:57:54.890
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-04-01 - 2016-03-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,11063902,8109126,2070665,20960501,21243693,Decreased,Behavioural change,,3731096,2017,POINT (139.638 35.4437),2020-05-01T03:57:54.890
2018,60349,Prefeitura de São Leopoldo,São Leopoldo,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,226.68,2016,POINT (-51.1493 -29.761),2020-05-01T03:57:54.890
2018,55442,Município de Moita,Moita,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,,CO2,,,,,,,1001.3,1863.93,,Not Applicable,Not Applicable,,,,66029,2011,POINT (-8.65731 41.3028),2020-05-01T03:57:54.890
2018,50562,City of Chula Vista,Chula Vista,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,884432.84,259191.29,67245.69,1210869.82,,Decreased,Technological change,,265070,2016,POINT (-117.084 32.64),2020-05-01T03:57:54.890
2018,36252,Comune di Oristano,Oristano,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-08-01 - 2018-07-31,Administrative boundary of a local government,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,31630,2015,POINT (8.898 39.7207),2020-05-01T03:57:54.890
2018,74573,"Snoqualmie, WA",Snoqualmie,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,13210,2017,POINT (-121.844 47.53),2020-05-01T03:57:54.890
2018,36410,City of Memphis,Memphis,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,9372709,6296158,392390,16061257,,Increased,Change in accounting methodology,,652236,2017,POINT (-90.049 35.1495),2020-05-01T03:57:54.890
2018,70017,Alcaldia de Palmira,Palmira,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,308671,2017,POINT (-76.3036 3.53944),2020-05-01T03:57:54.890
2018,57505,Alcaldía de Panamá,Panamá,Panama,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,This is our first year of calculation,,,1162659,2017,POINT (-79.5552 9.11862),2020-05-01T03:57:54.890
2018,59298,City of Yaoundé 6,Yaoundé 6,Cameroon,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,324734,2010,POINT (11.5191 3.86181),2020-05-01T03:57:54.890
2018,46473,City of Zaragoza,Zaragoza,Spain,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,Other: CORINAIR,,,"CH4, CO2, N20",,,,,,,1175162.74,613341.01,,Not Applicable,Not Applicable,Decreased,,,664938,2017,POINT (-0.88701 41.6086),2020-05-01T03:57:54.890
2018,63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,28027,2017,POINT (-73.8167 43.0333),2020-05-01T03:57:54.890
2018,54478,Gemeente Nijmegen,Nijmegen,Netherlands,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,Regional or country specific methodology,1 m3 natrural gas = 1.8 kg CO21 kwh electricity = 0.9 kg CO2,,CO2,,,,,,,16254549,489597550,250000000,Not Applicable,Not Applicable,Decreased,Financial conditions,,175000,2017,POINT (5.84282 51.8449),2020-05-01T03:57:54.890
2018,63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,311043.23,796476.58,92016.35,1199536.16,,,,,91917,2016,POINT (-80.13 25.7906),2020-05-01T03:57:54.890
2018,31184,Prefeitura de São Paulo,São Paulo,Brazil,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2009-01-01 - 2009-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,,,,Not Applicable,Not Applicable,,,,11253.503,2017,POINT (-46.7382 -23.5595),2020-05-01T03:57:54.890
2018,54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,443243,2017,POINT (-1.00495 37.799),2020-05-01T03:57:54.890
2018,59180,Middelfart Kommune,Middelfart,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,38093,2017,POINT (9.87264 55.471),2020-05-01T03:57:54.890
2018,60356,Prefeitura de Tupã,Tupã,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,63476,2010,POINT (-50.5196 -21.934),2020-05-01T03:57:54.890
2018,59987,Hutt City Council,Hutt City,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-07-01 - 2013-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,459629,This is our first year of calculation,,,104700,2017,POINT (174.908 -41.2092),2020-05-01T03:57:54.890
2018,55331,Município de Ílhavo,Ílhavo,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,Administrative boundary of a local government,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,38598,2017,POINT (-7.58 38.85),2020-05-01T03:57:54.890
2018,62864,"City of Lancaster, PA","Lancaster, PA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,60000,2016,POINT (-76.3055 40.0379),2020-05-01T03:57:54.890
2018,60656,"City of Piedmont, CA",Piedmont,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2017-01-01,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,31807,4203,1176,37186,,Decreased,Behavioural change,,11378,2017,POINT (-122.232 37.8244),2020-05-01T03:57:54.890
2018,35268,City of Boston,Boston,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,3890790,2394298,,6116644,,Decreased,Technological change,,672840,2016,POINT (-71.0598 42.3584),2020-05-01T03:57:54.890
2018,44073,Municipalité de Rabat,Rabat,Morocco,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-6.8498 33.9716),2020-05-01T03:57:54.890
2018,60104,Cambridge City Council,Cambridge,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Not intending to undertake,,,,,,,,,,,,,,,,,,,,,124919,2017,POINT (0.16353 52.2077),2020-05-01T03:57:54.890
2018,52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,737282,300814,89532,1128628,,This is our first year of calculation,Lack of knowledge overcome,,641523,2016,POINT (-37.0731 -10.9472),2020-05-01T03:57:54.890
2018,14874,"City of Portland, OR","Portland, OR",United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5037132,2139561,111297.21,,,Decreased,Technological change,,639863,2016,POINT (-122.682 45.52),2020-05-01T03:57:54.890
2018,60318,Prefeitura de Porto Velho,Porto Velho,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Other: Limites territoriais do município,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,17164389.21,,,850209.83,17109891.42,Do not know,Other,,428527,2010,POINT (-40.3776 -20.3338),2020-05-01T03:57:54.890
2018,74560,"City of Moab, UT",Moab,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,5253,2017,POINT (-109.54 38.57),2020-05-01T03:57:54.890
2018,31151,City of Basel-Stadt,Basel,Switzerland,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,783932,,,825704,853823,This is our first year of calculation,,,198988,2017,POINT (7.5928 47.5619),2020-05-01T03:57:54.890
2018,64014,City of Cupertino,Cupertino,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,154415,54382,86200,244943,,Decreased,Policy change,,60777,2017,POINT (-122.032 37.323),2020-05-01T03:57:54.890
2018,60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,85065,2007,POINT (-71.5366 -16.3994),2020-05-01T03:57:54.890
2018,58530,"City of Northampton, MA",Northampton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,28549,2010,POINT (-72.6144 42.3048),2020-05-01T03:57:54.890
2018,55371,Municipalidad de Vicente López,Vicente López,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,270929,2010,POINT (-68.833 -32.8941),2020-05-01T03:57:54.890
2018,54124,City of Fremont,Fremont,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1097979,322205,18541,1438725,1447555,Decreased,Technological change,,234962,2017,POINT (-121.989 37.5483),2020-05-01T03:57:54.890
2018,58867,City of Wisconsin Rapids,Wisconsin Rapids,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,18367,2010,POINT (-89.839 44.3603),2020-05-01T03:57:54.890
2018,32480,City of Adelaide,Adelaide,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,218901,373243,384007,537482,917405,Decreased,Technological change,,23916,2017,POINT (138.601 -34.9285),2020-05-01T03:57:54.890
2018,830907,Prefeitura Municipal de Cotriguaçu,Cotriguaçu,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (-58.5544 -9.86825),2020-05-01T03:57:54.890
2018,60140,City of Nakuru,Nakuru,Kenya,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,2038945,2017,POINT (36.08 -0.30309),2020-05-01T03:57:54.890
2018,14344,"City of Park City, UT",Park City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,6309.564008,9245.483051,515.1576,15555.04706,16070.20466,This is our first year of calculation,Previous data was not reliable,,7873,2012,POINT (-111.498 40.6461),2020-05-01T03:57:54.890
2018,60328,Prefeitura de Pirenópolis,Pirenópolis,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,24605,2016,POINT (-48.9595 -15.8545),2020-05-01T03:57:54.890
2018,43975,Municipalidad de Magdalena del Mar,Magdalena del Mar,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,59497,2017,POINT (-77.067 -12.0917),2020-05-01T03:57:54.890
2018,54608,Alcaldia de Montería,Montería,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-01-01 - 2012-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,827.954,75.784,39.631,903.738,943.369,Decreased,Technological change,,441301,2015,POINT (-75.8814 8.74798),2020-05-01T03:57:54.890
2018,43926,City of Mannheim,Mannheim,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,312722,2015,POINT (8.46603 49.4875),2020-05-01T03:57:54.890
2018,54706,Prefeitura Municipal de Boa Vista,Boa Vista,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,326414,2016,POINT (-60.6779 2.83067),2020-05-01T03:57:54.890
2018,50566,City of Anchorage,Anchorage,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2305156,1252237,,3557393,3557393,This is our first year of calculation,Previous data was not reliable,,297483,2017,POINT (-149.9 61.2181),2020-05-01T03:57:54.890
2018,73252,Pemba Municipality,Pemba,Mozambique,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,201.846,2017,POINT (40.5178 -12.9732),2020-05-01T03:57:54.890
2018,69968,Alcaldia de Rionegro,Rionegro,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,133000,2017,POINT (-75.3739 6.15316),2020-05-01T03:57:54.890
2018,31051,Coventry City Council,Coventry,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,0,POINT (-1.51217 52.4066),2020-05-01T03:57:54.890
2018,36039,Accra Metropolitan Assembly,Accra,Ghana,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,911135,181038,141954,1234128,1234128,,,,1986580,2017,POINT (-0.16819 5.56543),2020-05-01T03:57:54.890
2018,73413,Commune de Cocody,Cocody,Côte d'Ivoire,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,800,2014,POINT (-3.9674 5.3602),2020-05-01T03:57:54.890
2018,36154,Vilnius City Municipality,Vilnius,Lithuania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,,,,,,,,,,,,,,,,,,,,542626,2015,POINT (25.2797 54.6872),2020-05-01T03:57:54.890
2018,50371,Municipalidad de Córdoba,Córdoba,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,3762197,1336977,0,5099175,0,This is our first year of calculation,Previous data was not reliable,,1430000,2017,POINT (-64.1888 -31.4201),2020-05-01T03:57:54.890
2018,68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,506879,2016,POINT (-77.0051 -12.1453),2020-05-01T03:57:54.890
2018,50792,Ville de Monaco,Monaco,Monaco,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,A metropolitan area,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,Not Applicable,Not Applicable,,,,38300,2017,POINT (7.42081 43.7374),2020-05-01T03:57:54.890
2018,36159,City of Lisbon,Lisbon,Portugal,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The data for the final energy use in the city of Lisbon was obtained from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). To emissions from fuel use (scope 1), the emission factors from the 2006 IPCC Guidelines for National Greenhouse Gas Inventories were used. To estimate the emissionsfrom electricity use (scope 2), the emission factor of the Portuguese electric system was obtained from National Energy Balance from the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt). The latest value was used, which refers to 2016 conditions.",,CO2,,,,,,,1073344,1102111,0,Not Applicable,Not Applicable,Increased,Increased energy/electricity consumption,,547733,2011,POINT (-9.13933 38.7223),2020-05-01T03:57:54.890
2018,54579,Sekhukhune District Municipality,Sekhukhune District Municipality,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,1076840,2011,POINT (29.974 -24.8335),2020-05-01T03:57:54.890
2018,54497,City of Wroclaw,Wroclaw,Poland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2048867,2651140,,4708212,4700007,Increased,Change in accounting methodology,,638600,2017,POINT (17.0385 51.1079),2020-05-01T03:57:54.890
2018,35874,City of Phoenix,Phoenix,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,11094141,5048773,395584,15447037,15684329,Decreased,Technological change,,1615017,2016,POINT (-112.074 33.4484),2020-05-01T03:57:54.890
2018,60621,Lilongwe City Council,Lilongwe,Malawi,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,1100000,2017,POINT (33.7741 -13.9626),2020-05-01T03:57:54.890
